Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
Wanted,(2021),"Crime,Drama,Romance","A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",1010048,https://www.imdb.com/title/tt1010048/,120 min,A,"196,557",6.7,Posters\1010048.jpg
Hearts of Winter,(2020 TV Movie),"Drama,Romance","After the time of the Mane 6, Sunny--a young Earth Pony--and her new Unicorn friend Izzy explore their world and strive to restore Harmony to Equestria.","https://m.media-amazon.com/images/M/MV5BOTY4ZmZjY2YtODg4ZS00YjlkLWJhOWMtMDU4Y2YyYjMwMDEzXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UX67_CR0,0,67,98_AL_.jpg",10101702,https://www.imdb.com/title/tt10101702/,60 min,UA,"33,134",5.8,Posters\10101702.jpg
The Commish,(1991–1996),"Comedy,Crime,Drama","Slightly offbeat television police comedy-drama. Tony Scali is the Police Commissioner in a small town, where solutions to difficult situations often require considerable creativity. Tony's...                See full summary »
","https://m.media-amazon.com/images/M/MV5BN2EwMmUzZmItMTRjYy00YjdjLTgxZmEtOTU5YmQ2OWYzZWFhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg",101069,https://www.imdb.com/title/tt0101069/,60 min,UA,"42,264",5.5,Posters\101069.jpg
Hunted,(2002),"Animation,Comedy,Musical","The life of the Larkins, a farm family in Kent.","https://m.media-amazon.com/images/M/MV5BNzczZTZhNmItMzIzYy00NDhjLWJmMzEtMzk5MDQxN2RkYzkzXkEyXkFqcGdeQXVyNTA4NzExMDg@._V1_UX67_CR0,0,67,98_AL_.jpg",101077,https://www.imdb.com/title/tt0101077/,107 min,UA,"185,921",6.3,Posters\101077.jpg
Hillside,(1990– ),Drama,"'Fifteen' follows the students of fictional Hillside School and dealt with a variety of issues including dating, divorce, alcohol abuse, and friendship. The show played heavily into ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BNDkzYzRlZTUtZjA4NC00NGZiLWI3MGUtZjZjYjk5NTcxMWYwXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",101099,https://www.imdb.com/title/tt0101099/,25 min,R,"3,391",6.5,Posters\101099.jpg
Killing Ground,(2016),Comedy,Two early thirties best friends live together while having completely different personalities. While their girlfriends try to help them take on more responsibilities the boys seldom respond well and usually end up drinking together.,"https://m.media-amazon.com/images/M/MV5BMjE3MzkxNDA2N15BMl5BanBnXkFtZTcwMDEwNzkzMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",101143,https://www.imdb.com/title/tt0101143/,-,Not Rated,"51,862",6.3,Posters\101143.jpg
The Brave,(2020),"Action,Drama,Mystery","Red Green airs his handyman show from Possum Lodge, Canada, and also experiences some zany adventures in real life.","https://m.media-amazon.com/images/M/MV5BNDYxMDM2OTI1N15BMl5BanBnXkFtZTcwODg0MzQ0MQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",101177,https://www.imdb.com/title/tt0101177/,99 min,A,"154,572",7.7,Posters\101177.jpg
Rugrats,(1991–2006),"Animation,Adventure,Comedy",The cartoon misadventures of four babies and their snotty older cousin as they face the things in life they don't understand.,"https://m.media-amazon.com/images/M/MV5BNTExYTFhYzEtYmQ4YS00NDZkLWE5YmUtMjdhZjZiYThlODQ1XkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_UX67_CR0,0,67,98_AL_.jpg",101188,https://www.imdb.com/title/tt0101188/,97 min,R,"1,675",5.8,Posters\101188.jpg
Nikita,(1997–2001),"Action,Crime,Drama","Follows the lives and loves of four close, but very different, sisters of the Reed family living in Winnetka, Illinois.","https://m.media-amazon.com/images/M/MV5BZjBlNWJkMDItMjhjZC00ZmE2LTk5ODgtYjhmOWU1MjczMDZiXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR1,0,67,98_AL_.jpg",101199,https://www.imdb.com/title/tt0101199/,60 min,U,"33,247",7.0,Posters\101199.jpg
Spoiler Alert,(II) (2022),"Comedy,Drama","Two families become one, step by step.","https://m.media-amazon.com/images/M/MV5BNmI3N2Q5MWQtNTg0OS00NjVlLThjZWEtOGRkZDdjOGM4NWU4XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",101205,https://www.imdb.com/title/tt0101205/,30 min,U,"208,817",6.3,Posters\101205.jpg
Pearson,(2019),"Comedy,Drama,Romance","Gail, Belle, David, and Hannah all encounter new and disruptive influences in their lives, kicking off interweaving stories set in a house in Manchester, England, UK, divided into four flats.","https://m.media-amazon.com/images/M/MV5BNmNlNDA2NWEtZTk3MS00YmM4LWFiYjYtZWJhMTk2NGMxMjhmXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",10122020,https://www.imdb.com/title/tt10122020/,116 min,R,"12,635",5.2,Posters\10122020.jpg
Boîte noire,(2021),"Comedy,Drama",An aspiring writer befriends her boyfriend's sex doll and the two take on the world together.,"https://m.media-amazon.com/images/M/MV5BMjUwNjg4NjUtODcwOS00NjZhLWIxNzgtYjg2YjYyN2VkY2IzXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UY98_CR2,0,67,98_AL_.jpg",10122474,https://www.imdb.com/title/tt10122474/,6 min,R,"9,009",6.1,Posters\10122474.jpg
Brickleberry,(2012–2015),"Animation,Comedy",A man tries to find out who his real mother is after the woman who raised him tells him the truth.,"https://m.media-amazon.com/images/M/MV5BMTM2N2VmMGYtOGQxYS00Y2EwLTg2YmUtZWJlMmFiNWMzNzdhXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",101258,https://www.imdb.com/title/tt0101258/,100 min,R,"89,286",7.0,Posters\101258.jpg
The Addams Family,(1991),"Comedy,Fantasy",Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,"https://m.media-amazon.com/images/M/MV5BMmJhZTlhNzUtNzAwZC00YjQ2LTkxOGEtNzBmOWVkMmUxNTBiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX67_CR0,0,67,98_AL_.jpg",101272,https://www.imdb.com/title/tt0101272/,121 min,UA,"638,116",8.0,Posters\101272.jpg
Angel Falls Christmas,(2019 TV Movie),Romance,"Two years after leaving town, photographer, Maggie, is reunited with her ex, Jake, when his sister is getting married and wants Maggie to shoot the wedding. When she and Jake decide to sing...                See full summary »
","https://m.media-amazon.com/images/M/MV5BYzk0NDRlOTUtM2ZhNi00NGQ1LWJhZGQtYzM2N2U3MTdmNjZiXkEyXkFqcGdeQXVyOTUyNjcyNA@@._V1_UY98_CR3,0,67,98_AL_.jpg",10136908,https://www.imdb.com/title/tt10136908/,117 min,A,"47,765",5.5,Posters\10136908.jpg
Underwater,(2020),"Action,Horror,Sci-Fi","Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.","https://m.media-amazon.com/images/M/MV5BYjQ1ZTMxNzgtZDcxOC00NWY5LTk3ZjAtYzRhMDhlNDZlOWEzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",1013752,https://www.imdb.com/title/tt1013752/,107 min,16,"27,180",5.6,Posters\1013752.jpg
Ella Enchanted,(2004),"Comedy,Family,Fantasy",The story of Harvey Milk and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.,"https://m.media-amazon.com/images/M/MV5BYTQ1MTk5YmYtZWUxNi00MDQxLTg0NzAtMmM4ZDkzY2E3YjQwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UY98_CR0,0,67,98_AL_.jpg",1013753,https://www.imdb.com/title/tt1013753/,54 min,UA,"198,695",6.3,Posters\1013753.jpg
The Pledge,(I) (2001),"Action,Adventure,Sci-Fi","Two Chicago firefighter brothers, who don't get along, have to work together while a dangerous arsonist is on the loose.","https://m.media-amazon.com/images/M/MV5BZTFjOWVkNjUtYTdkOC00MGQ5LWI5OTQtMTIyYzQwN2UzMDgzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",101393,https://www.imdb.com/title/tt0101393/,82 min,UA,"62,587",7.3,Posters\101393.jpg
Any Day Now,(1998–2002),Drama,A handsome secret agent and his team of LGBTQ superspies embark on extraordinary adventures.,"https://m.media-amazon.com/images/M/MV5BZjFiNjIyNmEtZGVhNC00ZDFhLThkZGUtN2ZmYzFmMDFjMDMzXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UY98_CR5,0,67,98_AL_.jpg",10140028,https://www.imdb.com/title/tt10140028/,30 min,UA,"80,346",6.3,Posters\10140028.jpg
Road to Avonlea,(2018),"Action,Crime,Drama",A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,"https://m.media-amazon.com/images/M/MV5BMTgxMDMxMTctNDY0Zi00ZmNlLWFlYmQtODA2YjY4MDk4MjU1XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",101410,https://www.imdb.com/title/tt0101410/,90 min,R,"69,682",6.2,Posters\101410.jpg
Pacifiction,(2022),"Drama,Thriller","The former famous painter Frenhofer revisits an abandoned project using the girlfriend of a young visiting artist. Questions about truth, life, and artistic limits are explored.","https://m.media-amazon.com/images/M/MV5BYzFiMWMyZWMtMjlhYS00NmQ3LTgzM2EtN2MxYTdmNzJkOTBiXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX67_CR0,0,67,98_AL_.jpg",101428,https://www.imdb.com/title/tt0101428/,100 min,U,"146,872",7.1,Posters\101428.jpg
"Where'd You Go, Bernadette",(1994),"Action,Adventure,Mystery","In 1999, Claire's life is forever changed after she survives a car crash. She rescues Sam and starts traveling around the world with him. Writer Eugene follows them and writes their story, as a way of recording dreams is being invented.","https://m.media-amazon.com/images/M/MV5BODlmZTFlNDgtMmQxYy00N2M2LTg3Y2YtNDllMmQzMTg4YjBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",101458,https://www.imdb.com/title/tt0101458/,-,UA,"114,460",5.5,Posters\101458.jpg
Alice in Wonderland,(I) (2010),"Adventure,Family,Fantasy","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.","https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",1014759,https://www.imdb.com/title/tt1014759/,108 min,U,"419,547",6.4,Posters\1014759.jpg
Redemption,(2022– ),"Crime,Drama,Mystery",A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,"https://m.media-amazon.com/images/M/MV5BMTk1NTkxOTc5Nl5BMl5BanBnXkFtZTgwODI0NTg0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",1014763,https://www.imdb.com/title/tt1014763/,137 min,R,"52,516",6.0,Posters\1014763.jpg
"Walker, Texas Ranger",(1993–2001),"Action,Adventure,Crime","A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.","https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",101540,https://www.imdb.com/title/tt0101540/,126 min,R,"5,891",6.3,Posters\101540.jpg
Career Opportunities,(1991),"Comedy,Romance",Jim is the dorky son of a local cement contractor who lives at home and has no direction. Josie is the gorgeous daughter of a wealthy businessman who dreams of leaving town. They find they have a lot in common.,"https://m.media-amazon.com/images/M/MV5BNTJmMjI5NTktMTE5NS00MWFhLTk5N2UtYjJhMTcxMmRiYWFlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",101545,https://www.imdb.com/title/tt0101545/,83 min,U,"15,594",5.8,Posters\101545.jpg
Teenage Mutant Ninja Turtles: Out of the Shadows,(2016),"Action,Adventure,Comedy","On the verge of turning 40, an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest.","https://m.media-amazon.com/images/M/MV5BMTkwNjM2MTc5NF5BMl5BanBnXkFtZTcwMzQ2NjEzNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",101587,https://www.imdb.com/title/tt0101587/,30 min,PG-13,"19,139",6.6,Posters\101587.jpg
Night Court,(2023– ),"Crime,Drama,Thriller","An estranged brother and sister begin an intense sexual relationship, behind the curtain of their otherwise normal working-class lives.","https://m.media-amazon.com/images/M/MV5BMTc3MTUzNzU0OV5BMl5BanBnXkFtZTcwODE2NDUyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",101595,https://www.imdb.com/title/tt0101595/,60 min,PG-13,"19,787",6.0,Posters\101595.jpg
Chuck & Buck,(2000),"Comedy,Drama","Jimmy Rabbitte, an unemployed Dublin boy, decides to put together a soul band made up entirely of the Irish working class.","https://m.media-amazon.com/images/M/MV5BNTRiMmUyMTMtMmI1Ny00MmUyLWJmZGUtNDVhMWMxNDA3OGNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",101605,https://www.imdb.com/title/tt0101605/,118 min,R,"10,540",6.6,Posters\101605.jpg
Bosch: Legacy,(2022– ),"Crime,Drama","Series based on the Marvel Comics superhero Hawkeye, centering on the adventures of Young Avenger, Kate Bishop, who took on the role after the original Avenger, Clint Barton.","https://m.media-amazon.com/images/M/MV5BMGQ1OWNlY2QtMGY1NC00ZDkxLWJhZTktMzg5Mzk5YWY1YzA1XkEyXkFqcGdeQXVyMTU5OTc2NTk@._V1_UX67_CR0,0,67,98_AL_.jpg",10160804,https://www.imdb.com/title/tt10160804/,102 min,U,"191,320",5.8,Posters\10160804.jpg
The Dark Crystal: Age of Resistance,(1995),"Adventure,Comedy,Family",A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high-school girl who wants to take her girlfriend to the prom.,"https://m.media-amazon.com/images/M/MV5BMjUyN2U3YjgtZmFjZC00MzBlLWFkZDItZWQxM2QwMDdjNDMyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",10161886,https://www.imdb.com/title/tt10161886/,124 min,18,"78,190",5.6,Posters\10161886.jpg
Enron: The Smartest Guys in the Room,(2005),"Documentary,Biography,History","A documentary about the Enron corporation, its faulty and corrupt business practices, and how they led to its fall.","https://m.media-amazon.com/images/M/MV5BNjI0ODAxMDUwNl5BMl5BanBnXkFtZTcwMDU3MjE1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",1016268,https://www.imdb.com/title/tt1016268/,110 min,R,"30,900",6.4,Posters\1016268.jpg
Luca,(2021),"Animation,Action,Adventure","Exploring pivotal moments from the Marvel Cinematic Universe and turning them on their head, leading the audience into uncharted territory.","https://m.media-amazon.com/images/M/MV5BOGYwYTA5M2QtMTk3Zi00ZjdjLWFkNDUtYzg4MjM0ZGI0MGU1XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UX67_CR0,0,67,98_AL_.jpg",10168312,https://www.imdb.com/title/tt10168312/,58 min,A,"208,896",6.1,Posters\10168312.jpg
Spencer,(2021),"Drama,Horror,Romance","Maren, a young woman, learns how to survive on the margins of society.","https://m.media-amazon.com/images/M/MV5BMDY0ZjUyYTItZmFlYS00MjI5LTljNmItODliMDkwMmY4ZTVkXkEyXkFqcGdeQXVyMTU0ODA5OTE2._V1_UX67_CR0,0,67,98_AL_.jpg",10168670,https://www.imdb.com/title/tt10168670/,131 min,A,"164,200",8.1,Posters\10168670.jpg
Doc Hollywood,(1991),"Comedy,Drama,Romance",A young doctor on his way across the country to a job interview crashes his car in a small town and is sentenced to work for several days at the town hospital.,"https://m.media-amazon.com/images/M/MV5BNTcwMjZlZTgtM2VlMC00MDZkLWIzODQtMDRhZjE0N2QzMTgwXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UX67_CR0,0,67,98_AL_.jpg",101745,https://www.imdb.com/title/tt0101745/,104 min,A,"1,380",6.8,Posters\101745.jpg
Half Baked,(1998),"Comedy,Crime",A coming-of-age biographical film about the 1970s teenage all-girl rock band The Runaways. The relationship between band members Cherie Currie and Joan Jett is also explored.,"https://m.media-amazon.com/images/M/MV5BMTI3Nzc2ODI4NV5BMl5BanBnXkFtZTcwMzkxNDMyMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1017451,https://www.imdb.com/title/tt1017451/,106 min,R,"49,635",6.5,Posters\1017451.jpg
The Other Two,(1991),"Biography,Drama,Music","The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.","https://m.media-amazon.com/images/M/MV5BYTg3YjA5MGYtYjdiNy00YThjLWJiZDEtN2M1NmE1NTVhMWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",101761,https://www.imdb.com/title/tt0101761/,130 min,U,"102,597",6.8,Posters\101761.jpg
Final Fantasy VII Remake,(2020 Video Game),"Comedy,Fantasy,Romance",Twin brothers are separated when their parents are murdered but 25 years later they re-unite in order to avenge their parents' death.,"https://m.media-amazon.com/images/M/MV5BNjcyYjg2OGMtOTJiYS00ZjE4LThkZjEtMDEyNmRkMDNhYzliXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",101764,https://www.imdb.com/title/tt0101764/,110 min,18,"5,265",6.8,Posters\101764.jpg
Drop Dead Fred,(1991),"Comedy,Drama,Fantasy",A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,"https://m.media-amazon.com/images/M/MV5BMDNkZWIzZjktYWNkMi00MTQ2LWIyMTgtMmJhOGRiZDZlNmU4XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX67_CR0,0,67,98_AL_.jpg",101775,https://www.imdb.com/title/tt0101775/,103 min,U,"29,878",5.9,Posters\101775.jpg
Dutch,(1991),"Comedy,Drama","To get to know his girlfriend's son, a working-class good guy volunteers to pick him up from his prep school, only to learn that he isn't the nicest young man.","https://m.media-amazon.com/images/M/MV5BYmMzY2FhOTgtNjA1OC00ODIyLTgzNWYtMjMwNzUxZDA3NmY1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",101786,https://www.imdb.com/title/tt0101786/,107 min,U,"13,171",6.5,Posters\101786.jpg
Young Sheldon,(2017– ),Comedy,"Just after W.W.II, an American takes a railway job in Germany, but finds his position politically sensitive with various people trying to use him.","https://m.media-amazon.com/images/M/MV5BYWM2Mzc0OTctNmZjYS00Nzc1LWExZjItZWIzMTdjNTZhZWYwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",101829,https://www.imdb.com/title/tt0101829/,92 min,UA,"228,460",8.8,Posters\101829.jpg
Dangerous Lies,(2020),Thriller,"When a wealthy elderly man dies and unexpectedly leaves his estate to his new caregiver, she's drawn into a web of deception and murder. If she's going to survive, she'll have to question everyone's motives - even the people she loves.","https://m.media-amazon.com/images/M/MV5BMDRjMmUzMTEtMWJiMC00MDUwLWExOGQtNDU2ZTU0Y2RmY2YzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",10183816,https://www.imdb.com/title/tt10183816/,93 min,18,"25,658",5.4,Posters\10183816.jpg
The Runaways,(2010),"Biography,Drama,Music","Julie is a teenage girl who finds her passion for music and life with the help of a high -concept band of teen boys (The Phantoms) who have been dead for 25 years. Julie, in turn, helps them become the band they were never able to be.","https://m.media-amazon.com/images/M/MV5BMGJiYjIyZDItNDc3Ny00ZWRjLWI2ZTctZGRmZmRmNDYzNTk1XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",10183988,https://www.imdb.com/title/tt10183988/,-,13,"10,535",8.4,Posters\10183988.jpg
Father of the Bride,(1991),"Comedy,Family,Romance","With his oldest daughter's wedding approaching, a father finds himself reluctant to let go.","https://m.media-amazon.com/images/M/MV5BYzM0YzBmMTUtN2RmZS00YWY5LWFkZTMtMjM1OWU3Nzk4ZjI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",101862,https://www.imdb.com/title/tt0101862/,105 min,16+,"29,819",6.7,Posters\101862.jpg
A Boy Called Christmas,(2021),"Adventure,Drama,Family","In this origin story of Father Christmas, an ordinary boy (with a loyal pet mouse and a reindeer at his side) sets out on an extraordinary adventure to find his father who is on a quest to discover the fabled village of Elfhelm.","https://m.media-amazon.com/images/M/MV5BZTIxNzM3M2MtM2QyZC00MGM2LTkxNWUtYWQ2OTIyOTIxZTc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",10187208,https://www.imdb.com/title/tt10187208/,106 min,PG-13,"33,278",6.8,Posters\10187208.jpg
The Fisher King,(1991),"Comedy,Drama,Fantasy","A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake.","https://m.media-amazon.com/images/M/MV5BOGZmMDM1NTQtMzc0Yi00ODRiLWJjYjQtMGRmYWRlOTY2ODMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",101889,https://www.imdb.com/title/tt0101889/,137 min,A,"86,885",7.5,Posters\101889.jpg
The Social Dilemma,(2020),"Action,Adventure,Comedy",An aspiring singer living with his grandmother in the capital of Bhutan dreams of getting a visa to move to Australia.,"https://m.media-amazon.com/images/M/MV5BZDI5Y2JjMWQtYTgxOS00OWRmLWJlOGMtZDg3NThjNTdhNWU5XkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_UX67_CR0,0,67,98_AL_.jpg",10189300,https://www.imdb.com/title/tt10189300/,110 min,UA,"5,391",6.8,Posters\10189300.jpg
Frankie and Johnny,(1991),"Comedy,Drama,Romance","Johnny has just been released from prison, and gets a job in a café beside waitress Frankie. Frankie is a bit of a loner, but Johnny is determined their romance will blossom.","https://m.media-amazon.com/images/M/MV5BYzdiNjQzOWMtNGE3YS00YzUxLWI2MWYtYjhjMmE1ODA0YWNlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",101912,https://www.imdb.com/title/tt0101912/,118 min,PG-13,"22,331",6.6,Posters\101912.jpg
